Heads Ticker,Options Ticker,Date,Heads Close,Options Price,Expiry,Strike
IMU,IMUOC,2020-09-01,"0.054     ","0.024     ",30-11-22,0.054
IVR,IVROA,2020-09-01,"0.065     ","0.03      ",31-12-20,0.035
JKA,JKAOC,2020-09-01,"0.003     ","0.002     ",30-06-21,0.006
KFE,KFEOA,2020-09-01,"0.036     ","0.01      ",31-12-21,0.100
KIS,KISO,2020-09-01,"0.055     ","0.008     ",01-08-21,0.100
KTA,KTAOC,2020-09-01,"0.074     ","0.031     ",31-07-21,0.050
KTG,KTGOB,2020-09-01,"0.26      ","0.08      ",30-04-21,0.230
LCL,LCLOB,2020-09-01,"0.074     ","0.027     ",16-08-21,0.160
LHB,LHBO,2020-09-01,"0.003     ","0.012     ",04-12-20,0.220
LHM,LHMO,2020-09-01,"0.008     ","0.012     ",12-08-21,0.200
LIT,LITO,2020-09-01,"0.053     ","0.004     ",04-07-21,0.120
LKE,LKEOB,2020-09-01,"0.032     ","0.01      ",15-06-21,0.100
LPD,LPDOA,2020-09-01,"0.008     ","0.001     ",30-09-20,0.045
LPD,LPDOB,2020-09-01,"0.008     ","0.002     ",05-06-22,0.050
LRS,LRSOC,2020-09-01,"0.011     ","0.004     ",31-12-22,0.012
MAG,MAGOA,2020-09-01,"0.22      ","0.125     ",30-08-21,0.100
MEB,MEBOB,2020-09-01,"0.012     ","0.003     ",01-12-21,0.030
MGT,MGTOC,2020-09-01,"0.014     ","0.004     ",31-05-21,0.050
MGU,MGUO,2020-09-01,"0.048     ","0.004     ",30-09-22,0.050
MHC,MHCO,2020-09-01,"0.035     ","0.03      ",01-08-23,0.010
MKG,MKGO,2020-09-01,"0.12      ","0.021     ",16-04-21,0.300
MLL,MLLOA,2020-09-01,"0.19      ","0.05      ",17-10-21,0.150
MOH,MOHO,2020-09-01,"0.11      ","0.042     ",09-07-23,0.250
MQR,MQRO,2020-09-01,"0.057     ","0.002     ",30-09-20,0.200
MRQ,MRQOB,2020-09-01,"0.007     ","0.001     ",20-12-20,0.010
MSM,MSMOC,2020-09-01,"0.047     ","0.029     ",27-12-22,0.040
NAC,NACOA,2020-09-01,"0.925     ","0.065     ",31-03-23,1.030
NC6,NC6O,2020-09-01,"0.068     ","0.001     ",31-12-20,0.300
NCC,NCCOB,2020-09-01,"0.925     ","0.007     ",29-06-21,1.020
NOR,NOROA,2020-09-01,"0.027     ","0.002     ",31-10-20,0.080
NTI,NTIO,2020-09-01,"0.015     ","0.004     ",31-03-21,0.060
NTL,NTLOB,2020-09-01,"0.007     ","0.002     ",30-09-22,0.055
NWE,NWEOB,2020-09-01,"0.003     ","0.001     ",24-01-22,0.006
NXE,NXEOB,2020-09-01,"0.021     ","0.001     ",26-11-20,0.200
OAR,OARO,2020-09-01,"0.011     ","0.002     ",31-12-21,0.040
OKJ,OKJO,2020-09-01,"0.046     ","0.012     ",17-06-22,0.080
PDI,PDIOA,2020-09-01,"0.07      ","0.05      ",24-12-22,0.018
PEK,PEKOD,2020-09-01,"0.037     ","0.02      ",14-04-22,0.030
PG1,PG1OB,2020-09-01,"0.065     ","0.001     ",24-01-21,0.300
PMY,PMYO,2020-09-01,"0.023     ","0.01      ",21-11-20,0.015
PTX,PTXOC,2020-09-01,"0.069     ","0.034     ",31-03-23,0.063
PUR,PUROA,2020-09-01,"0.016     ","0.002     ",31-10-21,0.100
QFY,QFYOB,2020-09-01,"0.001     ","0.001     ",13-08-21,0.010
QFY,QFYOC,2020-09-01,"0.001     ","0.001     ",26-02-22,0.008
RCL,RCLO,2020-09-01,"0.36      ","0.051     ",30-11-20,0.300
RDS,RDSOB,2020-09-01,"0.021     ","0.005     ",30-04-21,0.035
RFR,RFRO,2020-09-01,"0.077     ","0.005     ",31-10-21,0.300
RLC,RLCO,2020-09-01,"0.013     ","0.003     ",06-04-21,0.080
RLE,RLEOB,2020-09-01,"0.021     ","0.001     ",30-09-20,0.140
RLG,RLGO,2020-09-01,"0.032     ","0.005     ",31-10-21,0.050
RML,RMLOA,2020-09-01,"0.067     ","0.044     ",30-06-22,0.100
ROO,ROOO,2020-09-01,"0.035     ","0.014     ",24-07-22,0.120
RPM,RPMO,2020-09-01,"0.19      ","0.021     ",28-08-21,0.250
RWD,RWDOA,2020-09-01,"0.175     ","0.025     ",30-06-21,0.240
RYD,RYDOA,2020-09-01,"1.63      ","0.13      ",10-12-21,1.500
SBR,SBRO,2020-09-01,"0.007     ","0.003     ",30-09-22,0.008
SFG,SFGO,2020-09-01,"0.091     ","0.038     ",17-07-21,0.097
SGC,SGCOA,2020-09-01,"0.029     ","0.011     ",31-12-21,0.040
SGQ,SGQOB,2020-09-01,"0.099     ","0.006     ",30-09-20,0.200
SI6,SI6OC,2020-09-01,"0.012     ","0.004     ",01-07-21,0.015
SKN,SKNOA,2020-09-01,"0.08      ","0.031     ",31-12-20,0.100
SP3,SP3O,2020-09-01,"0.064     ","0.002     ",31-12-20,0.200
SUD,SUDOD,2020-09-01,"0.047     ","0.005     ",30-06-21,0.375
SVL,SVLOB,2020-09-01,"0.27      ","0.205     ",06-09-21,0.060
SYA,SYAOC,2020-09-01,"0.009     ","0.002     ",09-04-23,0.020
TEG,TEGO,2020-09-01,"0.037     ","0.001     ",30-09-20,0.120
TGM,TGMO,2020-09-01,"0.255     ","0.006     ",31-10-20,0.300
TMG,TMGO,2020-09-01,"0.225     ","0.032     ",31-10-21,0.200
TON,TONOD,2020-09-01,"0.059     ","0.004     ",30-09-20,0.100
TRL,TRLOC,2020-09-01,"0.037     ","0.001     ",24-10-20,0.200
TTT,TTTO,2020-09-01,"0.705     ","0.03      ",10-07-21,2.500
TV2,TV2OA,2020-09-01,"0.008     ","0.004     ",30-03-21,0.020
TYM,TYMO,2020-09-01,"0.14      ","0.078     ",31-12-23,0.065
TYX,TYXOC,2020-09-01,"0.005     ","0.001     ",06-10-21,0.040
VAL,VALOB,2020-09-01,"0.005     ","0.001     ",31-12-21,0.015
VAR,VAROA,2020-09-01,"0.033     ","0.001     ",31-05-21,0.160
VIC,VICOA,2020-09-01,"0.001     ","0.001     ",28-12-20,0.020
VR8,VR8OA,2020-09-01,"0.03      ","0.003     ",01-06-21,0.120
VRX,VRXO,2020-09-01,"0.105     ","0.024     ",31-07-21,0.180
VUL,VULO,2020-09-01,"0.655     ","0.33      ",20-01-21,0.285
WCN,WCNOD,2020-09-01,"0.013     ","0.001     ",30-09-20,0.045
WCN,WCNOE,2020-09-01,"0.013     ","0.005     ",28-02-24,0.015
WML,WMLOA,2020-09-01,"0.027     ","0.003     ",18-09-21,0.080
WOA,WOAO,2020-09-01,"1.155     ","0.8       ",30-06-21,0.300
WRM,WRMO,2020-09-01,"0.66      ","0.38      ",04-11-22,0.010
ZMI,ZMIOC,2020-09-01,"0.043     ","0.001     ",21-07-21,0.300
1AD,1ADO,2020-08-31,"0.105     ","0.011     ",30-06-21,0.250
ADN,ADNOB,2020-08-31,"0.047     ","0.034     ",30-11-20,0.012
ADO,ADOO,2020-08-31,"0.055     ","0.034     ",06-12-20,0.020
ADO,ADOOA,2020-08-31,"0.055     ","0.04      ",31-03-23,0.030
ADX,ADXOB,2020-08-31,"0.007     ","0.001     ",20-11-20,0.015
AGY,AGYO,2020-08-31,"0.05      ","0.017     ",31-03-22,0.200
AIY,AIYOB,2020-08-31,"0.03      ","0.006     ",20-06-21,0.050
AJM,AJMOB,2020-08-31,"0.07      ","0.016     ",28-02-22,0.200
APC,APCOB,2020-08-31,"0.105     ","0.025     ",08-08-21,0.120
AQD,AQDOC,2020-08-31,"0.032     ","0.017     ",30-11-21,0.025
ARD,ARDOA,2020-08-31,"0.06      ","0.026     ",29-10-21,0.050
ARD,ARDOB,2020-08-31,"0.06      ","0.03      ",29-10-20,0.025
ATU,ATUO,2020-08-31,"0.235     ","0.07      ",31-03-21,0.200
AU1,AU1OA,2020-08-31,"0.043     ","0.009     ",31-12-20,0.065
AUL,AULOD,2020-08-31,"0.3       ","0.005     ",30-09-20,1.000
AUR,AUROC,2020-08-31,"0.105     ","0.03      ",30-11-20,0.080
AV1,AV1O,2020-08-31,"0.11      ","0.05      ",25-10-21,0.100
BAS,BASOB,2020-08-31,"0.002     ","0.001     ",30-07-21,0.004
BAT,BATO,2020-08-31,"0.009     ","0.002     ",31-07-23,0.100
BCN,BCNOB,2020-08-31,"0.035     ","0.016     ",17-08-22,0.025
BLY,BLYO,2020-08-31,"0.345     ","0.002     ",13-09-24,6.300
BLZ,BLZO,2020-08-31,"0.039     ","0.013     ",31-03-22,0.050
BRK,BRKOA,2020-08-31,"0.004     ","0.001     ",31-12-20,0.030
BRV,BRVO,2020-08-31,"0.064     ","0.042     ",30-06-22,0.020
BSM,BSMOC,2020-08-31,"0.003     ","0.001     ",31-12-20,0.050
BYH,BYHO,2020-08-31,"0.053     ","0.001     ",31-10-20,0.300
CAD,CADO,2020-08-31,"0.01      ","0.001     ",31-12-20,0.030
CAV,CAVOA,2020-08-31,"0.01      ","0.002     ",30-09-20,0.007
CCZ,CCZO,2020-08-31,"0.05      ","0.026     ",27-03-23,0.050
CDX,CDXO,2020-08-31,"0.054     ","0.017     ",30-11-21,0.050
CLB,CLBO,2020-08-31,"0.17      ","0.12      ",31-05-23,0.100
CNJ,CNJO,2020-08-31,"0.016     ","0.001     ",30-06-21,0.048
CR1,CR1O,2020-08-31,"0.35      ","0.15      ",31-07-21,0.200
CTM,CTMOC,2020-08-31,"0.54      ","0.375     ",31-05-21,0.180
CYL,CYLOA,2020-08-31,"2.44      ","0.95      ",31-05-22,2.450
CZN,CZNO,2020-08-31,"0.002     ","0.001     ",10-07-22,0.007
DAV,DAVO,2020-08-31,"0.039     ","0.009     ",31-07-23,0.200
DW8,DW8O,2020-08-31,"0.037     ","0.03      ",31-12-22,0.015
DXN,DXNOA,2020-08-31,"0.026     ","0.001     ",11-11-20,0.100
DXN,DXNOD,2020-08-31,"0.026     ","0.011     ",18-05-23,0.020
DYL,DYLO,2020-08-31,"0.235     ","0.05      ",01-06-22,0.500
E2E,E2EOA,2020-08-31,"0.001     ","0.001     ",22-02-21,0.015
ECT,ECTOE,2020-08-31,"0.001     ","0.001     ",17-02-23,0.003
EDE,EDEOB,2020-08-31,"0.026     ","0.007     ",08-03-21,0.080
ELS,ELSO,2020-08-31,"0.56      ","0.11      ",18-06-21,1.000
EM1,EM1O,2020-08-31,"0.035     ","0.013     ",18-04-21,0.020
EN1,EN1O,2020-08-31,"0.007     ","0.001     ",14-12-20,0.250
ESR,ESRO,2020-08-31,"0.018     ","0.003     ",27-06-21,0.050
EXR,EXROA,2020-08-31,"0.16      ","0.085     ",31-12-20,0.068
FAU,FAUO,2020-08-31,"0.019     ","0.001     ",15-12-20,0.060
FGR,FGROC,2020-08-31,"0.135     ","0.013     ",08-08-21,0.200
FHS,FHSO,2020-08-31,"0.079     ","0.051     ",12-11-21,0.025
FIN,FINOA,2020-08-31,"0.019     ","0.007     ",31-12-21,0.025
FRX,FRXO,2020-08-31,"0.018     ","0.002     ",31-10-22,0.120
GNM,GNMOA,2020-08-31,"0.023     ","0.003     ",15-12-21,0.180
GNM,GNMOB,2020-08-31,"0.023     ","0.006     ",01-07-23,0.022
GSN,GSNOA,2020-08-31,"0.11      ","0.075     ",04-09-22,0.050
GTE,GTEOA,2020-08-31,"0.23      ","0.007     ",30-06-21,0.010
HAS,HASO,2020-08-31,"0.14      ","0.037     ",12-04-22,0.250
HE8,HE8OA,2020-08-31,"0.15      ","0.13      ",31-12-21,0.020
HMX,HMXOD,2020-08-31,"0.046     ","0.012     ",30-09-20,0.030
IBX,IBXO,2020-08-31,"0.091     ","0.043     ",26-11-21,0.050
IBX,IBXOA,2020-08-31,"0.091     ","0.059     ",28-04-23,0.030
IHL,IHLOB,2020-08-31,"0.06      ","0.015     ",30-09-20,0.040
IMU,IMUOA,2020-08-31,"0.055     ","0.029     ",30-11-20,0.026
IMU,IMUOB,2020-08-31,"0.055     ","0.022     ",30-11-21,0.040
IMU,IMUOC,2020-08-31,"0.055     ","0.023     ",30-11-22,0.054
IVR,IVROA,2020-08-31,"0.057     ","0.024     ",31-12-20,0.035
JKA,JKAOC,2020-08-31,"0.003     ","0.002     ",30-06-21,0.006
KFE,KFEOA,2020-08-31,"0.037     ","0.01      ",31-12-21,0.100
KIS,KISO,2020-08-31,"0.055     ","0.008     ",01-08-21,0.100
KTA,KTAOC,2020-08-31,"0.075     ","0.038     ",31-07-21,0.050
KTG,KTGOB,2020-08-31,"0.265     ","0.08      ",30-04-21,0.230
LCL,LCLOB,2020-08-31,"0.075     ","0.025     ",16-08-21,0.160
LHB,LHBO,2020-08-31,"0.003     ","0.012     ",04-12-20,0.220
LHM,LHMO,2020-08-31,"0.008     ","0.012     ",12-08-21,0.200
LIT,LITO,2020-08-31,"0.054     ","0.004     ",04-07-21,0.120
LKE,LKEOB,2020-08-31,"0.034     ","0.013     ",15-06-21,0.100
LPD,LPDOA,2020-08-31,"0.008     ","0.001     ",30-09-20,0.045
LPD,LPDOB,2020-08-31,"0.008     ","0.002     ",05-06-22,0.050
LRS,LRSOC,2020-08-31,"0.01      ","0.004     ",31-12-22,0.012
MAG,MAGOA,2020-08-31,"0.23      ","0.135     ",30-08-21,0.100
MEB,MEBOB,2020-08-31,"0.012     ","0.003     ",01-12-21,0.030
MGT,MGTOC,2020-08-31,"0.014     ","0.004     ",31-05-21,0.050
MGU,MGUO,2020-08-31,"0.045     ","0.004     ",30-09-22,0.050
MHC,MHCO,2020-08-31,"0.035     ","0.03      ",01-08-23,0.010
MKG,MKGO,2020-08-31,"0.12      ","0.021     ",16-04-21,0.300
MLL,MLLOA,2020-08-31,"0.2       ","0.036     ",17-10-21,0.150
MOH,MOHO,2020-08-31,"0.11      ","0.04      ",09-07-23,0.250
MQR,MQRO,2020-08-31,"0.057     ","0.002     ",30-09-20,0.200
MRQ,MRQOB,2020-08-31,"0.007     ","0.001     ",20-12-20,0.010
MSM,MSMOC,2020-08-31,"0.044     ","0.029     ",27-12-22,0.040
NAC,NACOA,2020-08-31,"0.925     ","0.065     ",31-03-23,1.030
NC6,NC6O,2020-08-31,"0.065     ","0.001     ",31-12-20,0.300
NCC,NCCOB,2020-08-31,"0.92      ","0.007     ",29-06-21,1.020
NOR,NOROA,2020-08-31,"0.027     ","0.002     ",31-10-20,0.080
NTI,NTIO,2020-08-31,"0.015     ","0.004     ",31-03-21,0.060
NTL,NTLOB,2020-08-31,"0.007     ","0.002     ",30-09-22,0.055
NWE,NWEOB,2020-08-31,"0.003     ","0.001     ",24-01-22,0.006
NXE,NXEOB,2020-08-31,"0.021     ","0.001     ",26-11-20,0.200
OAR,OARO,2020-08-31,"0.009     ","0.001     ",31-12-21,0.040
OKJ,OKJO,2020-08-31,"0.046     ","0.012     ",17-06-22,0.080
PDI,PDIOA,2020-08-31,"0.07      ","0.05      ",24-12-22,0.018
PEK,PEKOD,2020-08-31,"0.04      ","0.02      ",14-04-22,0.030
PG1,PG1OB,2020-08-31,"0.065     ","0.001     ",24-01-21,0.300
PMY,PMYO,2020-08-31,"0.022     ","0.009     ",21-11-20,0.015
PTX,PTXOC,2020-08-31,"0.073     ","0.034     ",31-03-23,0.063
PUR,PUROA,2020-08-31,"0.017     ","0.002     ",31-10-21,0.100
QFY,QFYOB,2020-08-31,"0.001     ","0.001     ",13-08-21,0.010
QFY,QFYOC,2020-08-31,"0.001     ","0.001     ",26-02-22,0.008
RCL,RCLO,2020-08-31,"0.365     ","0.065     ",30-11-20,0.300
RDS,RDSOB,2020-08-31,"0.024     ","0.005     ",30-04-21,0.035
RFR,RFRO,2020-08-31,"0.08      ","0.005     ",31-10-21,0.300
RLC,RLCO,2020-08-31,"0.013     ","0.003     ",06-04-21,0.080
RLE,RLEOB,2020-08-31,"0.021     ","0.001     ",30-09-20,0.140
RLG,RLGO,2020-08-31,"0.031     ","0.005     ",31-10-21,0.050
RML,RMLOA,2020-08-31,"0.066     ","0.044     ",30-06-22,0.100
ROO,ROOO,2020-08-31,"0.047     ","0.02      ",24-07-22,0.120
RPM,RPMO,2020-08-31,"0.2       ","0.022     ",28-08-21,0.250
RWD,RWDOA,2020-08-31,"0.18      ","0.025     ",30-06-21,0.240
RYD,RYDOA,2020-08-31,"1.63      ","0.13      ",10-12-21,1.500
SBR,SBRO,2020-08-31,"0.005     ","0.002     ",30-09-22,0.008
SFG,SFGO,2020-08-31,"0.092     ","0.026     ",17-07-21,0.097
SGC,SGCOA,2020-08-31,"0.03      ","0.012     ",31-12-21,0.040
SGQ,SGQOB,2020-08-31,"0.097     ","0.006     ",30-09-20,0.200
SI6,SI6OC,2020-08-31,"0.014     ","0.005     ",01-07-21,0.015
SKN,SKNOA,2020-08-31,"0.08      ","0.031     ",31-12-20,0.100
SP3,SP3O,2020-08-31,"0.065     ","0.002     ",31-12-20,0.200
SUD,SUDOD,2020-08-31,"0.049     ","0.005     ",30-06-21,0.375
SVL,SVLOB,2020-08-31,"0.255     ","0.18      ",06-09-21,0.060
SYA,SYAOC,2020-08-31,"0.008     ","0.002     ",09-04-23,0.020
TEG,TEGO,2020-08-31,"0.033     ","0.001     ",30-09-20,0.120
TGM,TGMO,2020-08-31,"0.25      ","0.006     ",31-10-20,0.300
TMG,TMGO,2020-08-31,"0.18      ","0.019     ",31-10-21,0.200
TON,TONOD,2020-08-31,"0.054     ","0.004     ",30-09-20,0.100
TRL,TRLOC,2020-08-31,"0.037     ","0.001     ",24-10-20,0.200
TTT,TTTO,2020-08-31,"0.72      ","0.03      ",10-07-21,2.500
TV2,TV2OA,2020-08-31,"0.008     ","0.004     ",30-03-21,0.020
TYM,TYMO,2020-08-31,"0.12      ","0.078     ",31-12-23,0.065
TYX,TYXOC,2020-08-31,"0.005     ","0.001     ",06-10-21,0.040
VAL,VALOB,2020-08-31,"0.005     ","0.001     ",31-12-21,0.015
VAR,VAROA,2020-08-31,"0.033     ","0.001     ",31-05-21,0.160
VIC,VICOA,2020-08-31,"0.001     ","0.001     ",28-12-20,0.020
VR8,VR8OA,2020-08-31,"0.033     ","0.003     ",01-06-21,0.120
VRX,VRXO,2020-08-31,"0.11      ","0.026     ",31-07-21,0.180
VUL,VULO,2020-08-31,"0.65      ","0.32      ",20-01-21,0.285
WCN,WCNOD,2020-08-31,"0.012     ","0.001     ",30-09-20,0.045
WCN,WCNOE,2020-08-31,"0.012     ","0.005     ",28-02-24,0.015
WML,WMLOA,2020-08-31,"0.028     ","0.003     ",18-09-21,0.080
WOA,WOAO,2020-08-31,"1.17      ","0.775     ",30-06-21,0.300
WRM,WRMO,2020-08-31,"0.645     ","0.38      ",04-11-22,0.010
ZMI,ZMIOC,2020-08-31,"0.043     ","0.001     ",21-07-21,0.300
1AD,1ADO,2020-08-28,"0.1       ","0.018     ",30-06-21,0.250
ADN,ADNOB,2020-08-28,"0.046     ","0.033     ",30-11-20,0.012
ADO,ADOO,2020-08-28,"0.056     ","0.038     ",06-12-20,0.020
ADO,ADOOA,2020-08-28,"0.056     ","0.04      ",31-03-23,0.030
ADX,ADXOB,2020-08-28,"0.007     ","0.001     ",20-11-20,0.015
AGY,AGYO,2020-08-28,"0.051     ","0.017     ",31-03-22,0.200
AIY,AIYOB,2020-08-28,"0.03      ","0.006     ",20-06-21,0.050
AJM,AJMOB,2020-08-28,"0.07      ","0.016     ",28-02-22,0.200
APC,APCOB,2020-08-28,"0.1       ","0.025     ",08-08-21,0.120
AQD,AQDOC,2020-08-28,"0.03      ","0.017     ",30-11-21,0.025
ARD,ARDOA,2020-08-28,"0.057     ","0.022     ",29-10-21,0.050
ARD,ARDOB,2020-08-28,"0.057     ","0.026     ",29-10-20,0.025
ATU,ATUO,2020-08-28,"0.23      ","0.07      ",31-03-21,0.200
AU1,AU1OA,2020-08-28,"0.028     ","0.009     ",31-12-20,0.065
AUL,AULOD,2020-08-28,"0.325     ","0.005     ",30-09-20,1.000
AUR,AUROC,2020-08-28,"0.11      ","0.032     ",30-11-20,0.080
AV1,AV1O,2020-08-28,"0.125     ","0.05      ",25-10-21,0.100
BAS,BASOB,2020-08-28,"0.001     ","0.001     ",30-07-21,0.004
BAT,BATO,2020-08-28,"0.01      ","0.002     ",31-07-23,0.100
BCN,BCNOB,2020-08-28,"0.035     ","0.016     ",17-08-22,0.025
BLY,BLYO,2020-08-28,"0.355     ","0.002     ",13-09-24,6.300
BLZ,BLZO,2020-08-28,"0.039     ","0.014     ",31-03-22,0.050
BRK,BRKOA,2020-08-28,"0.004     ","0.001     ",31-12-20,0.030
BRV,BRVO,2020-08-28,"0.061     ","0.042     ",30-06-22,0.020
BSM,BSMOC,2020-08-28,"0.003     ","0.001     ",31-12-20,0.050
BYH,BYHO,2020-08-28,"0.053     ","0.001     ",31-10-20,0.300
CAD,CADO,2020-08-28,"0.007     ","0.001     ",31-12-20,0.030
CAV,CAVOA,2020-08-28,"0.008     ","0.001     ",30-09-20,0.007
CCZ,CCZO,2020-08-28,"0.051     ","0.022     ",27-03-23,0.050
CDX,CDXO,2020-08-28,"0.055     ","0.016     ",30-11-21,0.050
CLB,CLBO,2020-08-28,"0.18      ","0.12      ",31-05-23,0.100
CNJ,CNJO,2020-08-28,"0.016     ","0.001     ",30-06-21,0.048
CR1,CR1O,2020-08-28,"0.36      ","0.17      ",31-07-21,0.200
CTM,CTMOC,2020-08-28,"0.495     ","0.325     ",31-05-21,0.180
CYL,CYLOA,2020-08-28,"2.42      ","0.95      ",31-05-22,2.450
CZN,CZNO,2020-08-28,"0.002     ","0.001     ",10-07-22,0.007
DAV,DAVO,2020-08-28,"0.039     ","0.009     ",31-07-23,0.200
DW8,DW8O,2020-08-28,"0.038     ","0.03      ",31-12-22,0.015
DXN,DXNOA,2020-08-28,"0.025     ","0.001     ",11-11-20,0.100
DXN,DXNOD,2020-08-28,"0.025     ","0.011     ",18-05-23,0.020
DYL,DYLO,2020-08-28,"0.235     ","0.05      ",01-06-22,0.500
E2E,E2EOA,2020-08-28,"0.001     ","0.001     ",22-02-21,0.015
ECT,ECTOE,2020-08-28,"0.001     ","0.001     ",17-02-23,0.003
EDE,EDEOB,2020-08-28,"0.026     ","0.007     ",08-03-21,0.080
ELS,ELSO,2020-08-28,"0.645     ","0.11      ",18-06-21,1.000
EM1,EM1O,2020-08-28,"0.036     ","0.013     ",18-04-21,0.020
EN1,EN1O,2020-08-28,"0.006     ","0.001     ",14-12-20,0.250
ESR,ESRO,2020-08-28,"0.017     ","0.003     ",27-06-21,0.050
EXR,EXROA,2020-08-28,"0.17      ","0.082     ",31-12-20,0.068
FAU,FAUO,2020-08-28,"0.02      ","0.001     ",15-12-20,0.060
FGR,FGROC,2020-08-28,"0.135     ","0.012     ",08-08-21,0.200
FHS,FHSO,2020-08-28,"0.081     ","0.051     ",12-11-21,0.025
FIN,FINOA,2020-08-28,"0.018     ","0.007     ",31-12-21,0.025
FRX,FRXO,2020-08-28,"0.018     ","0.003     ",31-10-22,0.120
GNM,GNMOA,2020-08-28,"0.021     ","0.003     ",15-12-21,0.180
GNM,GNMOB,2020-08-28,"0.021     ","0.006     ",01-07-23,0.022
GSN,GSNOA,2020-08-28,"0.12      ","0.075     ",04-09-22,0.050
GTE,GTEOA,2020-08-28,"0.235     ","0.007     ",30-06-21,0.010
HAS,HASO,2020-08-28,"0.145     ","0.037     ",12-04-22,0.250
HE8,HE8OA,2020-08-28,"0.15      ","0.13      ",31-12-21,0.020
HMX,HMXOD,2020-08-28,"0.046     ","0.012     ",30-09-20,0.030
IBX,IBXO,2020-08-28,"0.093     ","0.042     ",26-11-21,0.050
IBX,IBXOA,2020-08-28,"0.093     ","0.062     ",28-04-23,0.030
IHL,IHLOB,2020-08-28,"0.062     ","0.018     ",30-09-20,0.040
IMU,IMUOA,2020-08-28,"0.057     ","0.03      ",30-11-20,0.026
IMU,IMUOB,2020-08-28,"0.057     ","0.024     ",30-11-21,0.040
IMU,IMUOC,2020-08-28,"0.057     ","0.023     ",30-11-22,0.054
IVR,IVROA,2020-08-28,"0.053     ","0.021     ",31-12-20,0.035
JKA,JKAOC,2020-08-28,"0.003     ","0.002     ",30-06-21,0.006
KFE,KFEOA,2020-08-28,"0.04      ","0.01      ",31-12-21,0.100
KIS,KISO,2020-08-28,"0.055     ","0.008     ",01-08-21,0.100
KTA,KTAOC,2020-08-28,"0.076     ","0.038     ",31-07-21,0.050
KTG,KTGOB,2020-08-28,"0.315     ","0.08      ",30-04-21,0.230
LCL,LCLOB,2020-08-28,"0.071     ","0.025     ",16-08-21,0.160
LHB,LHBO,2020-08-28,"0.003     ","0.012     ",04-12-20,0.220
LHM,LHMO,2020-08-28,"0.008     ","0.012     ",12-08-21,0.200
LIT,LITO,2020-08-28,"0.052     ","0.006     ",04-07-21,0.120
LKE,LKEOB,2020-08-28,"0.034     ","0.013     ",15-06-21,0.100
LPD,LPDOA,2020-08-28,"0.008     ","0.001     ",30-09-20,0.045
LPD,LPDOB,2020-08-28,"0.008     ","0.002     ",05-06-22,0.050
LRS,LRSOC,2020-08-28,"0.01      ","0.004     ",31-12-22,0.012
MAG,MAGOA,2020-08-28,"0.235     ","0.135     ",30-08-21,0.100
MEB,MEBOB,2020-08-28,"0.012     ","0.003     ",01-12-21,0.030
MGT,MGTOC,2020-08-28,"0.014     ","0.004     ",31-05-21,0.050
MGU,MGUO,2020-08-28,"0.041     ","0.004     ",30-09-22,0.050
MHC,MHCO,2020-08-28,"0.036     ","0.029     ",01-08-23,0.010
MKG,MKGO,2020-08-28,"0.115     ","0.04      ",16-04-21,0.300
MLL,MLLOA,2020-08-28,"0.14      ","0.033     ",17-10-21,0.150
MOH,MOHO,2020-08-28,"0.115     ","0.051     ",09-07-23,0.250
MQR,MQRO,2020-08-28,"0.064     ","0.002     ",30-09-20,0.200
MRQ,MRQOB,2020-08-28,"0.007     ","0.001     ",20-12-20,0.010
MSM,MSMOC,2020-08-28,"0.043     ","0.029     ",27-12-22,0.040
NAC,NACOA,2020-08-28,"0.94      ","0.065     ",31-03-23,1.030
NC6,NC6O,2020-08-28,"0.064     ","0.001     ",31-12-20,0.300
NCC,NCCOB,2020-08-28,"0.93      ","0.007     ",29-06-21,1.020
NOR,NOROA,2020-08-28,"0.032     ","0.002     ",31-10-20,0.080
NTI,NTIO,2020-08-28,"0.015     ","0.004     ",31-03-21,0.060
NTL,NTLOB,2020-08-28,"0.007     ","0.002     ",30-09-22,0.055
NWE,NWEOB,2020-08-28,"0.003     ","0.001     ",24-01-22,0.006
NXE,NXEOB,2020-08-28,"0.018     ","0.001     ",26-11-20,0.200
OAR,OARO,2020-08-28,"0.007     ","0.002     ",31-12-21,0.040
OKJ,OKJO,2020-08-28,"0.046     ","0.012     ",17-06-22,0.080
PDI,PDIOA,2020-08-28,"0.067     ","0.045     ",24-12-22,0.018
PEK,PEKOD,2020-08-28,"0.04      ","0.02      ",14-04-22,0.030
PG1,PG1OB,2020-08-28,"0.065     ","0.001     ",24-01-21,0.300
PMY,PMYO,2020-08-28,"0.02      ","0.008     ",21-11-20,0.015
PTX,PTXOC,2020-08-28,"0.07      ","0.036     ",31-03-23,0.063
PUR,PUROA,2020-08-28,"0.016     ","0.002     ",31-10-21,0.100
QFY,QFYOB,2020-08-28,"0.001     ","0.001     ",13-08-21,0.010
QFY,QFYOC,2020-08-28,"0.001     ","0.001     ",26-02-22,0.008
RCL,RCLO,2020-08-28,"0.39      ","0.065     ",30-11-20,0.300
RDS,RDSOB,2020-08-28,"0.025     ","0.005     ",30-04-21,0.035
RFR,RFRO,2020-08-28,"0.076     ","0.005     ",31-10-21,0.300
RLC,RLCO,2020-08-28,"0.01      ","0.002     ",06-04-21,0.080
RLE,RLEOB,2020-08-28,"0.021     ","0.001     ",30-09-20,0.140
