Heads Ticker,Options Ticker,Date,Heads Close,Options Price,Expiry,Strike
MQR,MQRO,2020-08-06,"0.058     ","0.002     ",30-09-20,0.200
MRQ,MRQOA,2020-08-06,"0.007     ","0.001     ",31-08-20,0.150
MRQ,MRQOB,2020-08-06,"0.007     ","0.002     ",20-12-20,0.010
MSM,MSMOC,2020-08-06,"0.041     ","0.027     ",27-12-22,0.040
MZZ,MZZO,2020-08-06,"0.46      ","0.245     ",30-08-20,0.200
NAC,NACOA,2020-08-06,"0.895     ","0.05      ",31-03-23,1.030
NC6,NC6O,2020-08-06,"0.05      ","0.001     ",31-12-20,0.300
NCC,NCCOB,2020-08-06,"0.86      ","0.007     ",29-06-21,1.020
NOR,NOROA,2020-08-06,"0.026     ","0.001     ",31-10-20,0.080
NTI,NTIO,2020-08-06,"0.01      ","0.002     ",31-03-21,0.060
NTL,NTLOB,2020-08-06,"0.007     ","0.002     ",30-09-22,0.055
NVA,NVAO,2020-08-06,"0.05      ","0.016     ",31-08-20,0.033
NWE,NWEOB,2020-08-06,"0.003     ","0.001     ",24-01-22,0.006
NXE,NXEOB,2020-08-06,"0.015     ","0.001     ",26-11-20,0.200
OAR,OARO,2020-08-06,"0.003     ","0.001     ",31-12-21,0.040
OKJ,OKJO,2020-08-06,"0.042     ","0.012     ",17-06-22,0.080
PDI,PDIOA,2020-08-06,"0.08      ","0.058     ",24-12-22,0.018
PEK,PEKOD,2020-08-06,"0.035     ","0.014     ",14-04-22,0.030
PG1,PG1OB,2020-08-06,"0.072     ","0.001     ",24-01-21,0.300
PMY,PMYO,2020-08-06,"0.022     ","0.01      ",21-11-20,0.015
POD,PODO,2020-08-06,"0.05      ","0.001     ",28-08-20,0.200
PTX,PTXOC,2020-08-06,"0.058     ","0.027     ",31-03-23,0.063
PUR,PUROA,2020-08-06,"0.018     ","0.002     ",31-10-21,0.100
QFY,QFYOB,2020-08-06,"0.001     ","0.001     ",13-08-21,0.010
QFY,QFYOC,2020-08-06,"0.001     ","0.001     ",26-02-22,0.008
RCL,RCLO,2020-08-06,"0.38      ","0.066     ",30-11-20,0.300
RDS,RDSOB,2020-08-06,"0.017     ","0.002     ",30-04-21,0.035
RFR,RFRO,2020-08-06,"0.068     ","0.001     ",31-10-21,0.300
RLC,RLCO,2020-08-06,"0.01      ","0.001     ",06-04-21,0.080
RLE,RLEOB,2020-08-06,"0.02      ","0.001     ",30-09-20,0.140
RLG,RLGO,2020-08-06,"0.035     ","0.01      ",31-10-21,0.050
RML,RMLOA,2020-08-06,"0.076     ","0.044     ",30-06-22,0.100
ROO,ROOO,2020-08-06,"0.018     ","0.003     ",24-07-22,0.120
RPM,RPMO,2020-08-06,"0.195     ","0.016     ",28-08-21,0.250
RWD,RWDOA,2020-08-06,"0.195     ","0.025     ",30-06-21,0.240
RYD,RYDOA,2020-08-06,"1.4       ","0.08      ",10-12-21,1.500
SBR,SBRO,2020-08-06,"0.003     ","0.001     ",30-09-22,0.008
SFG,SFGO,2020-08-06,"0.061     ","0.016     ",17-07-21,0.097
SGC,SGCOA,2020-08-06,"0.029     ","0.01      ",31-12-21,0.040
SGQ,SGQOB,2020-08-06,"0.096     ","0.013     ",30-09-20,0.200
SI6,SI6OC,2020-08-06,"0.007     ","0.003     ",01-07-21,0.015
SKN,SKNOA,2020-08-06,"0.08      ","0.031     ",31-12-20,0.100
SP3,SP3O,2020-08-06,"0.057     ","0.001     ",31-12-20,0.200
SUD,SUDOD,2020-08-06,"0.04      ","0.01      ",30-06-21,0.375
SVL,SVLOB,2020-08-06,"0.27      ","0.18      ",06-09-21,0.060
SYA,SYAOC,2020-08-06,"0.01      ","0.002     ",09-04-23,0.020
TAO,TAOO,2020-08-06,"0.083     ","0.005     ",01-09-20,0.200
TAS,TASOC,2020-08-06,"0.033     ","0.001     ",31-08-20,0.060
TEG,TEGO,2020-08-06,"0.028     ","0.002     ",30-09-20,0.120
TGM,TGMO,2020-08-06,"0.26      ","0.015     ",31-10-20,0.300
TMG,TMGO,2020-08-06,"0.086     ","0.002     ",31-10-21,0.200
TON,TONOD,2020-08-06,"0.054     ","0.003     ",30-09-20,0.100
TRL,TRLOC,2020-08-06,"0.04      ","0.001     ",24-10-20,0.200
TTT,TTTO,2020-08-06,"0.735     ","0.08      ",10-07-21,2.500
TV2,TV2OA,2020-08-06,"0.008     ","0.004     ",30-03-21,0.020
TYM,TYMO,2020-08-06,"0.1       ","0.068     ",31-12-23,0.065
TYX,TYXOC,2020-08-06,"0.005     ","0.001     ",06-10-21,0.040
VAL,VALOB,2020-08-06,"0.005     ","0.001     ",31-12-21,0.015
VAR,VAROA,2020-08-06,"0.023     ","0.001     ",31-05-21,0.160
VIC,VICOA,2020-08-06,"0.001     ","0.001     ",28-12-20,0.020
VR8,VR8OA,2020-08-06,"0.025     ","0.003     ",01-06-21,0.120
VRX,VRXO,2020-08-06,"0.091     ","0.024     ",31-07-21,0.180
VUL,VULO,2020-08-06,"0.545     ","0.23      ",20-01-21,0.285
WBE,WBEO,2020-08-06,"0.003     ","0.001     ",31-08-20,0.010
WCN,WCNOD,2020-08-06,"0.01      ","0.001     ",30-09-20,0.045
WCN,WCNOE,2020-08-06,"0.01      ","0.005     ",28-02-24,0.015
WML,WMLOA,2020-08-06,"0.021     ","0.002     ",18-09-21,0.080
WOA,WOAO,2020-08-06,"0.51      ","0.22      ",30-06-21,0.300
WRM,WRMO,2020-08-06,"0.76      ","0.4       ",04-11-22,0.010
ZMI,ZMIOC,2020-08-06,"0.037     ","0.001     ",21-07-21,0.300
14D,14DO,2020-08-05,"0.165     ","0.008     ",21-08-20,0.350
1AD,1ADO,2020-08-05,"0.12      ","0.018     ",30-06-21,0.250
ADN,ADNOB,2020-08-05,"0.047     ","0.035     ",30-11-20,0.012
ADO,ADOO,2020-08-05,"0.056     ","0.026     ",06-12-20,0.020
ADO,ADOOA,2020-08-05,"0.056     ","0.037     ",31-03-23,0.030
ADX,ADXOB,2020-08-05,"0.007     ","0.001     ",20-11-20,0.015
AGY,AGYO,2020-08-05,"0.051     ","0.017     ",31-03-22,0.200
AIY,AIYOB,2020-08-05,"0.03      ","0.006     ",20-06-21,0.050
AJM,AJMOB,2020-08-05,"0.069     ","0.017     ",28-02-22,0.200
APC,APCOB,2020-08-05,"0.073     ","0.015     ",08-08-21,0.120
AQD,AQDOC,2020-08-05,"0.026     ","0.009     ",30-11-21,0.025
ARC,ARCO,2020-08-05,"0.31      ","0.12      ",31-08-20,0.500
ARD,ARDOA,2020-08-05,"0.059     ","0.03      ",29-10-21,0.050
ARD,ARDOB,2020-08-05,"0.059     ","0.028     ",29-10-20,0.025
ATU,ATUO,2020-08-05,"0.245     ","0.07      ",31-03-21,0.200
AU1,AU1OA,2020-08-05,"0.028     ","0.009     ",31-12-20,0.065
AUL,AULOD,2020-08-05,"0.255     ","0.01      ",30-09-20,1.000
AUR,AUROC,2020-08-05,"0.1       ","0.017     ",30-11-20,0.080
AV1,AV1O,2020-08-05,"0.081     ","0.05      ",25-10-21,0.100
BAS,BASOB,2020-08-05,"0.001     ","0.001     ",30-07-21,0.004
BAT,BATO,2020-08-05,"0.009     ","0.002     ",31-07-23,0.100
BCN,BCNOB,2020-08-05,"0.038     ","0.016     ",17-08-22,0.025
BLY,BLYO,2020-08-05,"0.35      ","0.02      ",13-09-24,6.300
BLZ,BLZO,2020-08-05,"0.043     ","0.015     ",31-03-22,0.050
BRK,BRKOA,2020-08-05,"0.004     ","0.001     ",31-12-20,0.030
BRV,BRVO,2020-08-05,"0.037     ","0.02      ",30-06-22,0.020
BSM,BSMOC,2020-08-05,"0.003     ","0.001     ",31-12-20,0.050
BYH,BYHO,2020-08-05,"0.055     ","0.001     ",31-10-20,0.300
CAD,CADO,2020-08-05,"0.004     ","0.001     ",31-12-20,0.030
CAV,CAVOA,2020-08-05,"0.006     ","0.001     ",30-09-20,0.007
CCZ,CCZO,2020-08-05,"0.046     ","0.019     ",27-03-23,0.050
CDX,CDXO,2020-08-05,"0.043     ","0.012     ",30-11-21,0.050
CLB,CLBO,2020-08-05,"0.14      ","0.092     ",31-05-23,0.100
CNJ,CNJO,2020-08-05,"0.012     ","0.001     ",30-06-21,0.048
CPH,CPHO,2020-08-05,"0.031     ","0.003     ",21-08-20,0.800
CR1,CR1O,2020-08-05,"0.325     ","0.145     ",31-07-21,0.200
CTM,CTMOC,2020-08-05,"0.525     ","0.34      ",31-05-21,0.180
CYL,CYLOA,2020-08-05,"2.61      ","0.95      ",31-05-22,2.450
CZN,CZNO,2020-08-05,"0.002     ","0.001     ",10-07-22,0.007
DAV,DAVO,2020-08-05,"0.039     ","0.009     ",31-07-23,0.200
DW8,DW8O,2020-08-05,"0.031     ","0.019     ",31-12-22,0.015
DXN,DXNOA,2020-08-05,"0.024     ","0.001     ",11-11-20,0.100
DXN,DXNOD,2020-08-05,"0.024     ","0.01      ",18-05-23,0.020
DYL,DYLO,2020-08-05,"0.23      ","0.035     ",01-06-22,0.500
E2E,E2EOA,2020-08-05,"0.001     ","0.001     ",22-02-21,0.015
ECT,ECTOE,2020-08-05,"0.001     ","0.001     ",17-02-23,0.003
EDE,EDEOB,2020-08-05,"0.026     ","0.007     ",08-03-21,0.080
ELS,ELSO,2020-08-05,"0.565     ","0.08      ",18-06-21,1.000
EM1,EM1O,2020-08-05,"0.032     ","0.009     ",18-04-21,0.020
EN1,EN1O,2020-08-05,"0.008     ","0.002     ",14-12-20,0.250
ESR,ESRO,2020-08-05,"0.012     ","0.003     ",27-06-21,0.050
EXR,EXROA,2020-08-05,"0.081     ","0.021     ",31-12-20,0.068
FAU,FAUO,2020-08-05,"0.019     ","0.002     ",15-12-20,0.060
FGR,FGROC,2020-08-05,"0.12      ","0.012     ",08-08-21,0.200
FHS,FHSO,2020-08-05,"0.055     ","0.029     ",12-11-21,0.025
FIN,FINOA,2020-08-05,"0.016     ","0.005     ",31-12-21,0.025
FRX,FRXO,2020-08-05,"0.014     ","0.001     ",31-10-22,0.120
GNM,GNMOA,2020-08-05,"0.024     ","0.003     ",15-12-21,0.180
GNM,GNMOB,2020-08-05,"0.024     ","0.01      ",01-07-23,0.022
GSN,GSNOA,2020-08-05,"0.145     ","0.1       ",04-09-22,0.050
GTE,GTEOA,2020-08-05,"0.19      ","0.008     ",30-06-21,0.010
HAS,HASO,2020-08-05,"0.125     ","0.025     ",12-04-22,0.250
HE8,HE8OA,2020-08-05,"0.127     ","0.1       ",31-12-21,0.020
HMX,HMXOD,2020-08-05,"0.045     ","0.012     ",30-09-20,0.030
IBX,IBXO,2020-08-05,"0.06      ","0.019     ",26-11-21,0.050
IBX,IBXOA,2020-08-05,"0.06      ","0.031     ",28-04-23,0.030
ICG,ICGOA,2020-08-05,"0.002     ","0.001     ",31-10-22,0.007
IHL,IHLOB,2020-08-05,"0.064     ","0.024     ",30-09-20,0.040
IMU,IMUOA,2020-08-05,"0.056     ","0.029     ",30-11-20,0.026
IMU,IMUOB,2020-08-05,"0.056     ","0.027     ",30-11-21,0.040
IMU,IMUOC,2020-08-05,"0.056     ","0.024     ",30-11-22,0.054
IVR,IVROA,2020-08-05,"0.058     ","0.021     ",31-12-20,0.035
JKA,JKAOC,2020-08-05,"0.003     ","0.002     ",30-06-21,0.006
KFE,KFEOA,2020-08-05,"0.03      ","0.01      ",31-12-21,0.100
KIS,KISO,2020-08-05,"0.07      ","0.008     ",01-08-21,0.100
KTA,KTAOC,2020-08-05,"0.089     ","0.041     ",31-07-21,0.050
KTG,KTGOB,2020-08-05,"0.22      ","0.05      ",30-04-21,0.230
LCL,LCLOB,2020-08-05,"0.089     ","0.026     ",16-08-21,0.160
LHB,LHBO,2020-08-05,"0.003     ","0.012     ",04-12-20,0.220
LHM,LHMO,2020-08-05,"0.008     ","0.012     ",12-08-21,0.200
LIT,LITO,2020-08-05,"0.06      ","0.006     ",04-07-21,0.120
LKE,LKEOB,2020-08-05,"0.036     ","0.013     ",15-06-21,0.100
LPD,LPDOA,2020-08-05,"0.007     ","0.001     ",30-09-20,0.045
LPD,LPDOB,2020-08-05,"0.007     ","0.002     ",05-06-22,0.050
LRS,LRSOC,2020-08-05,"0.01      ","0.004     ",31-12-22,0.012
MAG,MAGOA,2020-08-05,"0.25      ","0.165     ",30-08-21,0.100
MEB,MEBOB,2020-08-05,"0.013     ","0.003     ",01-12-21,0.030
MGT,MGTOC,2020-08-05,"0.002     ","0.001     ",31-05-21,0.050
MGU,MGUO,2020-08-05,"0.032     ","0.004     ",30-09-22,0.050
MHC,MHCO,2020-08-05,"0.034     ","0.025     ",01-08-23,0.010
MKG,MKGO,2020-08-05,"0.12      ","0.035     ",16-04-21,0.300
MLL,MLLOA,2020-08-05,"0.15      ","0.035     ",17-10-21,0.150
MOH,MOHO,2020-08-05,"0.15      ","0.053     ",09-07-23,0.250
MQR,MQRO,2020-08-05,"0.063     ","0.002     ",30-09-20,0.200
MRQ,MRQOA,2020-08-05,"0.007     ","0.001     ",31-08-20,0.150
MRQ,MRQOB,2020-08-05,"0.007     ","0.002     ",20-12-20,0.010
MSM,MSMOC,2020-08-05,"0.04      ","0.025     ",27-12-22,0.040
MZZ,MZZO,2020-08-05,"0.455     ","0.23      ",30-08-20,0.200
NAC,NACOA,2020-08-05,"0.895     ","0.05      ",31-03-23,1.030
NC6,NC6O,2020-08-05,"0.048     ","0.001     ",31-12-20,0.300
NCC,NCCOB,2020-08-05,"0.85      ","0.007     ",29-06-21,1.020
NOR,NOROA,2020-08-05,"0.026     ","0.001     ",31-10-20,0.080
NTI,NTIO,2020-08-05,"0.01      ","0.002     ",31-03-21,0.060
NTL,NTLOB,2020-08-05,"0.006     ","0.002     ",30-09-22,0.055
NVA,NVAO,2020-08-05,"0.05      ","0.016     ",31-08-20,0.033
NWE,NWEOB,2020-08-05,"0.003     ","0.001     ",24-01-22,0.006
NXE,NXEOB,2020-08-05,"0.014     ","0.001     ",26-11-20,0.200
OAR,OARO,2020-08-05,"0.003     ","0.001     ",31-12-21,0.040
OKJ,OKJO,2020-08-05,"0.042     ","0.012     ",17-06-22,0.080
PDI,PDIOA,2020-08-05,"0.08      ","0.058     ",24-12-22,0.018
PEK,PEKOD,2020-08-05,"0.036     ","0.014     ",14-04-22,0.030
PG1,PG1OB,2020-08-05,"0.073     ","0.001     ",24-01-21,0.300
PMY,PMYO,2020-08-05,"0.02      ","0.007     ",21-11-20,0.015
POD,PODO,2020-08-05,"0.053     ","0.001     ",28-08-20,0.200
PTX,PTXOC,2020-08-05,"0.058     ","0.026     ",31-03-23,0.063
PUR,PUROA,2020-08-05,"0.018     ","0.003     ",31-10-21,0.100
QFY,QFYOB,2020-08-05,"0.001     ","0.001     ",13-08-21,0.010
QFY,QFYOC,2020-08-05,"0.001     ","0.001     ",26-02-22,0.008
RCL,RCLO,2020-08-05,"0.38      ","0.066     ",30-11-20,0.300
RDS,RDSOB,2020-08-05,"0.014     ","0.002     ",30-04-21,0.035
RFR,RFRO,2020-08-05,"0.062     ","0.001     ",31-10-21,0.300
RLC,RLCO,2020-08-05,"0.009     ","0.001     ",06-04-21,0.080
RLE,RLEOB,2020-08-05,"0.021     ","0.001     ",30-09-20,0.140
RLG,RLGO,2020-08-05,"0.034     ","0.011     ",31-10-21,0.050
RML,RMLOA,2020-08-05,"0.077     ","0.044     ",30-06-22,0.100
ROO,ROOO,2020-08-05,"0.017     ","0.003     ",24-07-22,0.120
RPM,RPMO,2020-08-05,"0.19      ","0.016     ",28-08-21,0.250
RWD,RWDOA,2020-08-05,"0.195     ","0.025     ",30-06-21,0.240
RYD,RYDOA,2020-08-05,"1.4       ","0.08      ",10-12-21,1.500
SBR,SBRO,2020-08-05,"0.004     ","0.001     ",30-09-22,0.008
SFG,SFGO,2020-08-05,"0.061     ","0.014     ",17-07-21,0.097
SGC,SGCOA,2020-08-05,"0.029     ","0.008     ",31-12-21,0.040
SGQ,SGQOB,2020-08-05,"0.095     ","0.012     ",30-09-20,0.200
SI6,SI6OC,2020-08-05,"0.007     ","0.004     ",01-07-21,0.015
SKN,SKNOA,2020-08-05,"0.08      ","0.031     ",31-12-20,0.100
SP3,SP3O,2020-08-05,"0.06      ","0.001     ",31-12-20,0.200
SUD,SUDOD,2020-08-05,"0.043     ","0.005     ",30-06-21,0.375
SVL,SVLOB,2020-08-05,"0.26      ","0.175     ",06-09-21,0.060
SYA,SYAOC,2020-08-05,"0.009     ","0.002     ",09-04-23,0.020
TAO,TAOO,2020-08-05,"0.085     ","0.005     ",01-09-20,0.200
TAS,TASOC,2020-08-05,"0.036     ","0.001     ",31-08-20,0.060
TEG,TEGO,2020-08-05,"0.03      ","0.002     ",30-09-20,0.120
TGM,TGMO,2020-08-05,"0.25      ","0.015     ",31-10-20,0.300
TMG,TMGO,2020-08-05,"0.093     ","0.002     ",31-10-21,0.200
TON,TONOD,2020-08-05,"0.052     ","0.003     ",30-09-20,0.100
TRL,TRLOC,2020-08-05,"0.036     ","0.001     ",24-10-20,0.200
TTT,TTTO,2020-08-05,"0.715     ","0.08      ",10-07-21,2.500
TV2,TV2OA,2020-08-05,"0.008     ","0.004     ",30-03-21,0.020
TYM,TYMO,2020-08-05,"0.1       ","0.06      ",31-12-23,0.065
TYX,TYXOC,2020-08-05,"0.005     ","0.001     ",06-10-21,0.040
VAL,VALOB,2020-08-05,"0.004     ","0.001     ",31-12-21,0.015
VAR,VAROA,2020-08-05,"0.023     ","0.001     ",31-05-21,0.160
VIC,VICOA,2020-08-05,"0.001     ","0.001     ",28-12-20,0.020
VR8,VR8OA,2020-08-05,"0.025     ","0.003     ",01-06-21,0.120
VRX,VRXO,2020-08-05,"0.091     ","0.024     ",31-07-21,0.180
VUL,VULO,2020-08-05,"0.52      ","0.22      ",20-01-21,0.285
WBE,WBEO,2020-08-05,"0.003     ","0.001     ",31-08-20,0.010
WCN,WCNOD,2020-08-05,"0.009     ","0.001     ",30-09-20,0.045
WCN,WCNOE,2020-08-05,"0.009     ","0.005     ",28-02-24,0.015
WML,WMLOA,2020-08-05,"0.023     ","0.002     ",18-09-21,0.080
WOA,WOAO,2020-08-05,"0.525     ","0.23      ",30-06-21,0.300
ZMI,ZMIOC,2020-08-05,"0.037     ","0.001     ",21-07-21,0.300
14D,14DO,2020-08-04,"0.15      ","0.008     ",21-08-20,0.350
1AD,1ADO,2020-08-04,"0.11      ","0.02      ",30-06-21,0.250
ADN,ADNOB,2020-08-04,"0.047     ","0.035     ",30-11-20,0.012
ADO,ADOO,2020-08-04,"0.054     ","0.037     ",06-12-20,0.020
ADO,ADOOA,2020-08-04,"0.054     ","0.034     ",31-03-23,0.030
ADX,ADXOB,2020-08-04,"0.007     ","0.001     ",20-11-20,0.015
AGY,AGYO,2020-08-04,"0.051     ","0.017     ",31-03-22,0.200
AIY,AIYOB,2020-08-04,"0.03      ","0.006     ",20-06-21,0.050
AJM,AJMOB,2020-08-04,"0.066     ","0.015     ",28-02-22,0.200
APC,APCOB,2020-08-04,"0.075     ","0.015     ",08-08-21,0.120
AQD,AQDOC,2020-08-04,"0.027     ","0.008     ",30-11-21,0.025
ARC,ARCO,2020-08-04,"0.31      ","0.12      ",31-08-20,0.500
ARD,ARDOA,2020-08-04,"0.052     ","0.023     ",29-10-21,0.050
ARD,ARDOB,2020-08-04,"0.052     ","0.025     ",29-10-20,0.025
ATU,ATUO,2020-08-04,"0.25      ","0.07      ",31-03-21,0.200
AU1,AU1OA,2020-08-04,"0.028     ","0.009     ",31-12-20,0.065
AUL,AULOD,2020-08-04,"0.245     ","0.01      ",30-09-20,1.000
AUR,AUROC,2020-08-04,"0.1       ","0.02      ",30-11-20,0.080
AV1,AV1O,2020-08-04,"0.081     ","0.05      ",25-10-21,0.100
BAS,BASOB,2020-08-04,"0.001     ","0.001     ",30-07-21,0.004
BAT,BATO,2020-08-04,"0.009     ","0.002     ",31-07-23,0.100
BCN,BCNOB,2020-08-04,"0.037     ","0.016     ",17-08-22,0.025
BLY,BLYO,2020-08-04,"0.345     ","0.02      ",13-09-24,6.300
BLZ,BLZO,2020-08-04,"0.044     ","0.015     ",31-03-22,0.050
BRK,BRKOA,2020-08-04,"0.005     ","0.001     ",31-12-20,0.030
BRV,BRVO,2020-08-04,"0.037     ","0.019     ",30-06-22,0.020
BSM,BSMOC,2020-08-04,"0.003     ","0.001     ",31-12-20,0.050
BYH,BYHO,2020-08-04,"0.058     ","0.001     ",31-10-20,0.300
CAD,CADO,2020-08-04,"0.004     ","0.001     ",31-12-20,0.030
CAV,CAVOA,2020-08-04,"0.007     ","0.001     ",30-09-20,0.007
CCZ,CCZO,2020-08-04,"0.044     ","0.019     ",27-03-23,0.050
CDX,CDXO,2020-08-04,"0.035     ","0.011     ",30-11-21,0.050
CLB,CLBO,2020-08-04,"0.14      ","0.092     ",31-05-23,0.100
CNJ,CNJO,2020-08-04,"0.011     ","0.001     ",30-06-21,0.048
CPH,CPHO,2020-08-04,"0.031     ","0.003     ",21-08-20,0.800
CR1,CR1O,2020-08-04,"0.335     ","0.15      ",31-07-21,0.200
CTM,CTMOC,2020-08-04,"0.495     ","0.32      ",31-05-21,0.180
CYL,CYLOA,2020-08-04,"2.6       ","0.91      ",31-05-22,2.450
CZN,CZNO,2020-08-04,"0.002     ","0.001     ",10-07-22,0.007
DAV,DAVO,2020-08-04,"0.043     ","0.009     ",31-07-23,0.200
DW8,DW8O,2020-08-04,"0.033     ","0.02      ",31-12-22,0.015
DXN,DXNOA,2020-08-04,"0.023     ","0.001     ",11-11-20,0.100
DXN,DXNOD,2020-08-04,"0.023     ","0.009     ",18-05-23,0.020
DYL,DYLO,2020-08-04,"0.24      ","0.04      ",01-06-22,0.500
E2E,E2EOA,2020-08-04,"0.001     ","0.001     ",22-02-21,0.015
ECT,ECTOE,2020-08-04,"0.001     ","0.001     ",17-02-23,0.003
EDE,EDEOB,2020-08-04,"0.027     ","0.007     ",08-03-21,0.080
ELS,ELSO,2020-08-04,"0.595     ","0.06      ",18-06-21,1.000
EM1,EM1O,2020-08-04,"0.032     ","0.009     ",18-04-21,0.020
EN1,EN1O,2020-08-04,"0.008     ","0.002     ",14-12-20,0.250
ESR,ESRO,2020-08-04,"0.01      ","0.001     ",27-06-21,0.050
EXR,EXROA,2020-08-04,"0.085     ","0.02      ",31-12-20,0.068
FAU,FAUO,2020-08-04,"0.018     ","0.002     ",15-12-20,0.060
FGR,FGROC,2020-08-04,"0.125     ","0.014     ",08-08-21,0.200
FHS,FHSO,2020-08-04,"0.057     ","0.029     ",12-11-21,0.025
FIN,FINOA,2020-08-04,"0.016     ","0.005     ",31-12-21,0.025
FRX,FRXO,2020-08-04,"0.014     ","0.001     ",31-10-22,0.120
GNM,GNMOA,2020-08-04,"0.024     ","0.003     ",15-12-21,0.180
GNM,GNMOB,2020-08-04,"0.024     ","0.01      ",01-07-23,0.022
GSN,GSNOA,2020-08-04,"0.145     ","0.095     ",04-09-22,0.050
GTE,GTEOA,2020-08-04,"0.19      ","0.008     ",30-06-21,0.010
HAS,HASO,2020-08-04,"0.135     ","0.025     ",12-04-22,0.250
HE8,HE8OA,2020-08-04,"0.135     ","0.11      ",31-12-21,0.020
HMX,HMXOD,2020-08-04,"0.044     ","0.012     ",30-09-20,0.030
IBX,IBXO,2020-08-04,"0.05      ","0.014     ",26-11-21,0.050
IBX,IBXOA,2020-08-04,"0.05      ","0.029     ",28-04-23,0.030
ICG,ICGOA,2020-08-04,"0.002     ","0.001     ",31-10-22,0.007
IHL,IHLOB,2020-08-04,"0.066     ","0.023     ",30-09-20,0.040
IMU,IMUOA,2020-08-04,"0.055     ","0.028     ",30-11-20,0.026
IMU,IMUOB,2020-08-04,"0.055     ","0.027     ",30-11-21,0.040
IMU,IMUOC,2020-08-04,"0.055     ","0.023     ",30-11-22,0.054
IVR,IVROA,2020-08-04,"0.039     ","0.009     ",31-12-20,0.035
JKA,JKAOC,2020-08-04,"0.003     ","0.002     ",30-06-21,0.006
KFE,KFEOA,2020-08-04,"0.03      ","0.01      ",31-12-21,0.100
KIS,KISO,2020-08-04,"0.07      ","0.008     ",01-08-21,0.100
KTA,KTAOC,2020-08-04,"0.084     ","0.045     ",31-07-21,0.050
KTG,KTGOB,2020-08-04,"0.21      ","0.05      ",30-04-21,0.230
LCL,LCLOB,2020-08-04,"0.073     ","0.014     ",16-08-21,0.160
LHB,LHBO,2020-08-04,"0.003     ","0.012     ",04-12-20,0.220
LHM,LHMO,2020-08-04,"0.008     ","0.012     ",12-08-21,0.200
LIT,LITO,2020-08-04,"0.057     ","0.006     ",04-07-21,0.120
LKE,LKEOB,2020-08-04,"0.035     ","0.013     ",15-06-21,0.100
LPD,LPDOA,2020-08-04,"0.007     ","0.001     ",30-09-20,0.045
LPD,LPDOB,2020-08-04,"0.007     ","0.002     ",05-06-22,0.050
LRS,LRSOC,2020-08-04,"0.009     ","0.004     ",31-12-22,0.012
MAG,MAGOA,2020-08-04,"0.275     ","0.15      ",30-08-21,0.100
MEB,MEBOB,2020-08-04,"0.012     ","0.003     ",01-12-21,0.030
MGT,MGTOC,2020-08-04,"0.003     ","0.001     ",31-05-21,0.050
MGU,MGUO,2020-08-04,"0.032     ","0.004     ",30-09-22,0.050
MHC,MHCO,2020-08-04,"0.031     ","0.022     ",01-08-23,0.010
MKG,MKGO,2020-08-04,"0.12      ","0.031     ",16-04-21,0.300
MLL,MLLOA,2020-08-04,"0.155     ","0.035     ",17-10-21,0.150
MOH,MOHO,2020-08-04,"0.16      ","0.053     ",09-07-23,0.250
MQR,MQRO,2020-08-04,"0.058     ","0.002     ",30-09-20,0.200
MRQ,MRQOA,2020-08-04,"0.008     ","0.001     ",31-08-20,0.150
MRQ,MRQOB,2020-08-04,"0.008     ","0.002     ",20-12-20,0.010
MSM,MSMOC,2020-08-04,"0.04      ","0.025     ",27-12-22,0.040
MZZ,MZZO,2020-08-04,"0.43      ","0.21      ",30-08-20,0.200
NAC,NACOA,2020-08-04,"0.95      ","0.05      ",31-03-23,1.030
NC6,NC6O,2020-08-04,"0.048     ","0.001     ",31-12-20,0.300
NCC,NCCOB,2020-08-04,"0.83      ","0.007     ",29-06-21,1.020
NOR,NOROA,2020-08-04,"0.026     ","0.001     ",31-10-20,0.080
NTI,NTIO,2020-08-04,"0.01      ","0.002     ",31-03-21,0.060
NTL,NTLOB,2020-08-04,"0.007     ","0.002     ",30-09-22,0.055
NVA,NVAO,2020-08-04,"0.05      ","0.016     ",31-08-20,0.033
NWE,NWEOB,2020-08-04,"0.003     ","0.001     ",24-01-22,0.006
NXE,NXEOB,2020-08-04,"0.014     ","0.001     ",26-11-20,0.200
OAR,OARO,2020-08-04,"0.003     ","0.001     ",31-12-21,0.040
OKJ,OKJO,2020-08-04,"0.042     ","0.012     ",17-06-22,0.080
PDI,PDIOA,2020-08-04,"0.078     ","0.06      ",24-12-22,0.018
PEK,PEKOD,2020-08-04,"0.034     ","0.014     ",14-04-22,0.030
PG1,PG1OB,2020-08-04,"0.073     ","0.001     ",24-01-21,0.300
PMY,PMYO,2020-08-04,"0.018     ","0.005     ",21-11-20,0.015
POD,PODO,2020-08-04,"0.045     ","0.001     ",28-08-20,0.200
PTX,PTXOC,2020-08-04,"0.059     ","0.03      ",31-03-23,0.063
PUR,PUROA,2020-08-04,"0.02      ","0.003     ",31-10-21,0.100
QFY,QFYOB,2020-08-04,"0.001     ","0.001     ",13-08-21,0.010
QFY,QFYOC,2020-08-04,"0.001     ","0.001     ",26-02-22,0.008
RCL,RCLO,2020-08-04,"0.385     ","0.066     ",30-11-20,0.300
RDS,RDSOB,2020-08-04,"0.016     ","0.002     ",30-04-21,0.035
RFR,RFRO,2020-08-04,"0.07      ","0.001     ",31-10-21,0.300
