Market Options 6 7 2020,,,,,,,
Symbol,Company Name,Last,Volume,Trades,Exercise Price,% Chg. (Close),+/- Chg. (Close)
S32GZ7,SOUTH32    AUG-20C1,2.115,50,1,0.01,-0.236,-0.005
BHPLQ8,BHP GROUP  AUG-20C37,0.955,49,2,37.01,-0.521,-0.005
GMGBQ7,GOOD GROUP SEP-20P15,0.755,100,1,15.5,-0.658,-0.005
NCMKS8,NEWCREST   AUG-20C34,1.15,20,1,34.5,-0.862,-0.01
WBCYD9,WESTPAC    AUG-20C18,1.14,14,2,18,-0.87,-0.01
ANZKT9,ANZ BANK   AUG-20C18,1.29,135,4,18.5,-1.149,-0.015
FLTKB7,FLIGHT CTR JUL-20C11,0.85,230,2,11.32,-1.163,-0.01
XJO0G8,S&P/ASX200 AUG-20C61,158,11,2,6100,-1.25,-2
CBAPU9,CWLTH BANK JUL-20P85,13.9,10,1,85.01,-1.418,-0.2
LLCI68,LEND LEASE AUG-20C14,0.295,102,2,14,-1.667,-0.005
APTGY7,AFTERPAY   JUL-20C69,3.08,12,4,69,-2.222,-0.07
MAGOA,MAGMATIC   OPT AUG21,0.215,10000,2,0.1,-2.273,-0.005
XJOFQ7,S&P/ASX200 JUL-20P58,40,13,3,5875,-2.439,-1
XJOXQ9,S&P/ASX200 JUL-20P60,78,66,8,6000,-2.5,-2
SGMRO7,SIMS METAL DEC-20C90,0.39,20,1,9,-2.5,-0.01
IPLJC7,INCITEC PV JUL-20C1,1.865,35,1,0.01,-2.611,-0.05
ANZZY7,ANZ BANK   JUL-20C17,1.8,50,1,17.51,-2.703,-0.05
CSLM69,CSL        DEC-20P40,108.85,26,2,400,-2.813,-3.15
NABTV7,NAT. BANK  JUL-20C19,0.165,103,3,19,-2.941,-0.005
SUN8N7,SUNCORP    JUL-20C90,0.325,25,1,9,-2.985,-0.01
NABKR8,NAT. BANK  JUL-20C19,0.32,53,2,19,-3.03,-0.01
XJO5K8,S&P/ASX200 SEP-20P60,252,656,3,6000,-3.077,-8
NABL38,NAT. BANK  SEP-20P18,0.93,110,2,18.5,-3.125,-0.03
CSLN37,CSL        JUL-20C18,111.5,2,1,180.01,-3.254,-3.75
XJO8G9,S&P/ASX200 JUL-20C60,89,11,2,6075,-3.261,-3
ANZKR9,ANZ BANK   JUL-20C19,0.58,10,1,19,-3.333,-0.02
WPLL69,WOODSIDE   DEC-20P19,1.38,100,1,19.91,-3.497,-0.05
NCMVH9,NEWCREST   AUG-20C31,2.31,10,1,31.5,-3.75,-0.09
FLTD47,FLIGHT CTR SEP-20C14,0.5,20,1,14.95,-3.846,-0.02
BHP1J8,BHP GROUP  DEC-20P38,4.9,3,1,38.83,-3.922,-0.2
NCMU19,NEWCREST   SEP-20C30,3.26,10,1,30,-4.118,-0.14
XJOSB7,S&P/ASX200 OCT-20P61,325,1,1,6100,-4.13,-14
TCLZ29,TRANSURBAN JUL-20C14,0.23,30,1,14.5,-4.167,-0.01
BXB5F7,BRAMB LTD  JUL-20P10,0.115,75,2,10.5,-4.167,-0.005
CBARQ9,CWLTH BANK AUG-20C79,0.575,10,1,79,-4.167,-0.025
XJOIA9,S&P/ASX200 DEC-20P85,2485,10,1,8500,-4.423,-115
WOW6Z7,WOOLWORTHS SEP-20P37,1.7,5,1,37.5,-4.494,-0.08
ADNOB,ANDROMEDA  OPT NOV20,0.04,742000,9,0.012,-4.762,-0.002
AWC4Q8,ALUMINA    SEP-20C17,0.1,50,1,1.7,-4.762,-0.005
NCMIN9,NEWCREST   JUL-20P31,0.39,10,1,31.5,-4.878,-0.02
RIOCS9,RIO TINTO  JUN-23C90,15.5,10,1,90,-4.908,-0.8
CBAW58,CWLTH BANK MAR-21P68,5.23,3,1,68,-4.909,-0.27
NCMVT8,NEWCREST   JUL-20P32,0.56,60,1,32.01,-5.085,-0.03
RIOUR8,RIO TINTO  JUL-20P95,0.9,13,2,95,-5.263,-0.05
S32BO7,SOUTH32    JUL-20C20,0.09,3,1,2.08,-5.263,-0.005
CSLLI8,CSL        AUG-20C31,5.3,2,1,314,-5.357,-0.3
TWEVD7,TREA WINE  JUL-20P11,0.26,200,1,11,-5.455,-0.015
ORGRZ8,ORIGIN ENE AUG-20C67,0.085,170,1,6.76,-5.556,-0.005
WES0G9,WESFARMER  DEC-20P44,2.53,25,1,44.19,-5.597,-0.15
CSLD99,CSL        SEP-20C30,12.75,1,1,300,-5.695,-0.77
AMCRG7,AMCOR PLC  SEP-20C16,0.33,2114,5,16.01,-5.714,-0.02
XJO5J8,S&P/ASX200 SEP-20C60,258,672,3,6000,-5.839,-16
XJO6G8,S&P/ASX200 SEP-20C62,145,2,1,6250,-5.844,-9
FLTGN7,FLIGHT CTR JUL-20C12,0.31,15,1,12.39,-6.061,-0.02
XJOV48,S&P/ASX200 JUL-20C59,107,38,4,5950,-6.14,-7
WPLKO9,WOODSIDE   AUG-20C23,0.59,20,1,23,-6.349,-0.04
RIOMU8,RIO TINTO  AUG-20C72,22,10,1,72.01,-6.383,-1.5
ANZMK9,ANZ BANK   AUG-20C18,1.6,40,1,18,-6.433,-0.11
BHPZW9,BHP GROUP  OCT-20P33,1.55,60,3,33.5,-6.627,-0.11
IMUOC,IMUGENE    OPT NOV22,0.014,582712,4,0.054,-6.667,-0.001
STOM18,SANTOS     AUG-20C57,0.14,100,1,5.75,-6.667,-0.01
ANZI29,ANZ BANK   AUG-20C20,0.34,15,1,20.5,-6.849,-0.025
WOWFN9,WOOLWORTHS MAR-21P36,2.3,20,1,36,-6.883,-0.17
RIOKA8,RIO TINTO  JUL-20C73,22.47,20,2,73.01,-6.957,-1.68
ORGR27,ORIGIN ENE JUL-20C62,0.065,40,1,6.25,-7.143,-0.005
BHPSF7,BHP GROUP  AUG-20C36,1.495,123,4,36,-7.143,-0.115
FMGGS7,FORTESCUE  JUL-20P16,2.55,8,1,16.5,-7.273,-0.2
BHPER9,BHP GROUP  SEP-20P32,1,3,1,32.51,-7.407,-0.08
NECI27,NINE ENT   SEP-20P14,0.12,74,1,1.4,-7.692,-0.01
FMGJ19,FORTESCUE  SEP-20P13,1.31,22,1,13.77,-7.746,-0.11
ANZJG9,ANZ BANK   AUG-20C19,0.71,180,1,19.5,-7.792,-0.06
XJOKG9,S&P/ASX200 JUL-20C60,115,925,12,6050,-8,-10
ANZJE9,ANZ BANK   JUL-20C20,0.11,65,3,20,-8.333,-0.01
BHPC98,BHP GROUP  JUL-20P36,0.44,40,2,36,-8.333,-0.04
MQG3X7,MACQ GROUP SEP-20P14,24.75,5,1,148.01,-8.333,-2.25
XJOKK9,S&P/ASX200 JUL-20C60,118,12,3,6075,-8.527,-11
QBEZI9,QBE INSUR. DEC-20C95,0.75,50,1,9.5,-8.537,-0.07
BHP9J9,BHP GROUP  MAR-21C36,2.51,734,3,36.5,-8.561,-0.235
XJOXP9,S&P/ASX200 JUL-20C60,115,90,7,6000,-8.73,-11
WPLG58,WOODSIDE   SEP-20C24,0.51,30,2,24,-8.929,-0.05
CBAX19,CWLTH BANK AUG-20P71,3.05,5,1,71,-8.955,-0.3
FMGLL9,FORTESCUE  AUG-20C15,0.3,175,3,15,-9.091,-0.03
ANZP28,ANZ BANK   SEP-20C21,0.4,40,2,21,-9.091,-0.04
AMP8Z9,AMP        JUL-20C18,0.05,390,2,1.85,-9.091,-0.005
NABU77,NAT. BANK  SEP-20C21,0.3,20,1,21,-9.091,-0.03
XJOW79,S&P/ASX200 AUG-20P60,167,71,12,6000,-9.239,-17
FMGFN9,FORTESCUE  AUG-20C14,0.68,450,3,14,-9.333,-0.07
XJOV58,S&P/ASX200 JUL-20P59,29,67,11,5950,-9.375,-3
NABP57,NAT. BANK  SEP-20C19,0.67,20,1,19.51,-9.459,-0.07
BHPSD7,BHP GROUP  AUG-20C35,1.75,1,1,35.5,-9.794,-0.19
BHPSB7,BHP GROUP  AUG-20C35,2,50,1,35,-9.91,-0.22
QBEF87,QBE INSUR. AUG-20C10,0.225,60,1,10,-10,-0.025
XJOTI8,S&P/ASX200 JUL-20C59,177,56,5,5900,-10.152,-20
ANZJC9,ANZ BANK   JUL-20C19,0.25,180,3,19.5,-10.714,-0.03
DYLO,D YELLOW   OPT JUN22,0.04,115000,2,0.5,-11.111,-0.005
RMLOA,RESOLMIN   OPT JUN22,0.04,150000,3,0.1,-11.111,-0.005
FMGIJ9,FORTESCUE  AUG-20C14,0.55,11,1,14.25,-11.29,-0.07
VULO,VULCAN E   OPT JAN21,0.23,121700,8,0.285,-11.538,-0.03
XJOTE8,S&P/ASX200 MAR-21C65,219,10,1,6500,-12.4,-31
FMGI57,FORTESCUE  JUL-20P13,0.105,95,1,13.25,-12.5,-0.015
NABIP8,NAT. BANK  JUL-20C20,0.035,30,2,20.5,-12.5,-0.005
ANZKQ9,ANZ BANK   JUL-20P18,0.175,30,1,18.5,-12.5,-0.025
XJOKJ9,S&P/ASX200 JUL-20P60,119,49,2,6050,-13.139,-18
XJOUP7,S&P/ASX200 SEP-20P45,26,2,1,4500,-13.333,-4
XJOVM8,S&P/ASX200 JUL-20C61,13,175,6,6175,-13.333,-2
WBCFI8,WESTPAC    OCT-20P15,0.26,50,1,15,-13.333,-0.04
BHPXT7,BHP GROUP  SEP-20P32,0.84,12,1,32.01,-13.402,-0.13
CBAWQ9,CWLTH BANK AUG-20P72,3.55,20,1,72,-13.415,-0.55
BHPEH7,BHP GROUP  JUL-20C35,0.935,30,1,35.5,-13.426,-0.145
BHPT67,BHP GROUP  AUG-20C37,0.77,40,2,37.5,-13.483,-0.12
BHPUV9,BHP GROUP  DEC-20C36,2.1,161,1,36.42,-13.58,-0.33
XJOT19,S&P/ASX200 JUL-20C61,88,120,11,6175,-13.725,-14
APTE87,AFTERPAY   JUL-20P66,2.58,1,1,66,-14,-0.42
CCLLB7,CC AMATIL  JUL-20P90,0.18,1,1,9,-14.286,-0.03
WCNOE,WHITECLIFF OPT FEB24,0.006,2000000,8,0.015,-14.286,-0.001
CSLX78,CSL        SEP-20P29,15.43,10,2,290,-14.302,-2.575
NAB6V8,NAT. BANK  AUG-20P18,0.59,110,2,18.01,-14.493,-0.1
CBABF7,CWLTH BANK JUL-20C74,0.35,70,1,74.01,-14.634,-0.06
MQGGS7,MACQ GROUP JUL-20C13,0.405,60,2,130,-14.737,-0.07
XJOFB9,S&P/ASX200 DEC-20P48,103,9,3,4800,-14.876,-18
WPLKN9,WOODSIDE   JUL-20P23,1.34,10,1,23,-14.921,-0.235
CBAWZ9,CWLTH BANK AUG-20C71,2.815,4,1,71,-14.955,-0.495
BLD5X7,BORAL LTD  JUL-20C39,0.085,45,1,3.9,-15,-0.015
SEKEG7,SEEK       OCT-20C24,0.51,50,1,24,-15,-0.09
CSLL38,CSL        AUG-20C31,6.2,14,4,310,-15.068,-1.1
XJOBU7,S&P/ASX200 AUG-20P58,106,81,8,5800,-15.2,-19
XJOVB8,S&P/ASX200 JUL-20P60,50,27,3,6025,-15.254,-9
BHPJH7,BHP GROUP  AUG-20C40,0.25,20,1,40,-15.254,-0.045
STOLY8,SANTOS     AUG-20C55,0.22,100,1,5.5,-15.385,-0.04
SHLVG9,SONIC HLTH SEP-20P28,0.55,6,1,28.01,-15.385,-0.1
NCMKQ8,NEWCREST   AUG-20C34,1.25,66,3,34,-15.541,-0.23
BLD9X7,BORAL LTD  JUL-20P38,0.135,110,2,3.8,-15.625,-0.025
FLTGX7,FLIGHT CTR AUG-20C12,0.925,63,17,12.18,-15.909,-0.175
WPLPT9,WOODSIDE   JUL-20C21,0.95,150,2,21,-15.929,-0.18
CBAJA7,CWLTH BANK JUL-20P72,1,250,5,72,-15.966,-0.19
WBCYC9,WESTPAC    JUL-20P18,0.21,60,2,18,-16,-0.04
XJOV38,S&P/ASX200 JUL-20P59,21,188,6,5925,-16,-4
XJO8N9,S&P/ASX200 AUG-20P59,146,2,1,5950,-16.092,-28
XJOBS7,S&P/ASX200 AUG-20P57,100,2,1,5700,-16.667,-20
STOYB7,SANTOS     JUL-20C52,0.1,100,1,5.25,-16.667,-0.02
FGROC,FIRSTGRAPH OPT AUG21,0.015,25500,2,0.2,-16.667,-0.003
CSLRK8,CSL        AUG-20C30,10,1,1,300,-16.667,-2
RIOUS8,RIO TINTO  JUL-20C96,1.14,70,3,96,-16.788,-0.23
XJOBI7,S&P/ASX200 JUL-20P57,19,81,8,5700,-17.391,-4
ASX8V8,ASX        AUG-20P87,2.6,10,1,87,-17.722,-0.56
CBA4U7,CWLTH BANK AUG-20P66,1.11,40,1,66,-17.778,-0.24
RIOCP8,RIO TINTO  AUG-20C10,1.7,75,2,100.01,-17.874,-0.37
CSLW18,CSL        AUG-20P29,11.4,1,1,290,-17.986,-2.5
BHPEO7,BHP GROUP  JUL-20C37,0.25,70,2,37,-18.033,-0.055
ORGQ57,ORIGIN ENE JUL-20P67,0.77,35,1,6.75,-18.085,-0.17
RIOTQ8,RIO TINTO  JUL-20P92,0.8,75,1,92.01,-18.367,-0.18
XJOFO7,S&P/ASX200 JUL-20P58,40,48,7,5850,-18.367,-9
CBA4N7,CWLTH BANK AUG-20P65,1,1,1,65,-18.699,-0.23
ALDDM7,AMPOL      JUL-20C28,0.5,10,1,28.5,-18.699,-0.115
XJOBG7,S&P/ASX200 JUL-20P56,13,51,4,5600,-18.75,-3
XJOXR9,S&P/ASX200 JUL-20C60,86,184,6,6050,-18.868,-20
QANKC7,QANTAS     AUG-20C41,0.15,100,1,4.1,-18.919,-0.035
PDIOA,PREDICTIVE OPT DEC22,0.059,135000,3,0.018,-19.178,-0.014
VUKQW8,V MONEY UK JUL-20P17,0.105,100,1,1.75,-19.231,-0.025
BHPEL7,BHP GROUP  JUL-20C36,0.42,20,1,36.5,-19.231,-0.1
AUROC,AURISMINE  OPT NOV20,0.004,475000,1,0.08,-20,-0.001
STWCH8,SPDR 200   SEP-20P51,1,2,1,51,-20,-0.25
APTFQ7,AFTERPAY   JUL-20P68,3.47,11,2,68,-20.23,-0.88
WBCMU9,WESTPAC    JUL-20P18,0.235,30,2,18.5,-20.339,-0.06
XJOJ97,S&P/ASX200 NOV-20P55,193,1,1,5500,-20.576,-50
CWNBL7,CROWN      SEP-20P90,0.49,10,1,9,-20.968,-0.13
BOQZ87,BANK QLD   SEP-20C70,0.15,78,1,7,-21.053,-0.04
NCMIO9,NEWCREST   JUL-20C32,0.99,282,5,32,-21.429,-0.27
XJOXU9,S&P/ASX200 JUL-20P60,84,14,3,6050,-21.495,-23
BSLJ67,BLUESCOPE  SEP-20C12,0.345,200,1,12.01,-21.591,-0.095
BXB8M7,BRAMB LTD  AUG-20C11,0.21,35,1,11.5,-22.222,-0.06
FMGFO9,FORTESCUE  AUG-20P14,0.7,30,1,14,-22.222,-0.2
WBC0M7,WESTPAC    JUL-20P16,0.035,200,1,16.5,-22.222,-0.01
NCMIQ9,NEWCREST   JUL-20C32,0.675,150,2,32.5,-22.414,-0.195
SGRKB8,STAR ENT   AUG-20C31,0.12,1,1,3.1,-22.581,-0.035
NCMIK9,NEWCREST   JUL-20C31,1.7,12,2,31,-22.727,-0.5
APTFO7,AFTERPAY   JUL-20P67,3.12,5,1,67,-22.963,-0.93
BOQMY8,BANK QLD   AUG-20C70,0.1,100,1,7,-23.077,-0.03
NABN48,NAT. BANK  JUL-20P17,0.05,20,1,17,-23.077,-0.015
RIOXK8,RIO TINTO  SEP-20C10,1.4,300,5,104.96,-23.077,-0.42
XJO7Z9,S&P/ASX200 JUL-20C60,90,2,1,6025,-23.729,-28
SGMU47,SIMS METAL AUG-20C77,0.38,2,1,7.75,-24,-0.12
S32G97,SOUTH32    AUG-20C23,0.03,400,1,2.38,-25,-0.01
TCL3N7,TRANSURBAN AUG-20P13,0.21,50,1,13,-25,-0.07
XJOBE7,S&P/ASX200 JUL-20P55,9,33,6,5500,-25,-3
WPLPX9,WOODSIDE   JUL-20C22,0.39,28,2,22,-25,-0.13
WPLQ79,WOODSIDE   AUG-20P19,0.36,60,1,19,-25,-0.12
NABN88,NAT. BANK  JUL-20P18,0.15,4,1,18,-25,-0.05
BHPQH8,BHP GROUP  JUL-20C37,0.3,45,2,37.5,-25,-0.1
XJOVD8,S&P/ASX200 JUL-20P60,41,86,6,6050,-25.455,-14
BHPJO7,BHP GROUP  JUL-20P35,0.35,887,7,35,-25.532,-0.12
RIOU97,RIO TINTO  JUL-20C98,0.93,3,1,98,-25.6,-0.32
BXB8G7,BRAMB LTD  AUG-20C11,0.42,25,1,11,-25.664,-0.145
CSLSQ8,CSL        JUL-20C29,4.9,12,3,294,-25.701,-1.695
CBAVZ9,CWLTH BANK JUL-20P69,0.56,20,1,69,-26.316,-0.2
STOYC7,SANTOS     JUL-20P52,0.07,150,1,5.25,-26.316,-0.025
MQGRM7,MACQ GROUP AUG-20P11,2.05,28,1,114,-26.523,-0.74
XJOLQ9,S&P/ASX200 OCT-20P52,101,4,1,5250,-26.812,-37
XJOXV9,S&P/ASX200 JUL-20C61,57,42,8,6100,-26.923,-21
CSLFT7,CSL        JUL-20C31,0.73,2,1,312,-27,-0.27
BHPEY9,BHP GROUP  SEP-20P34,1.38,10,1,34.01,-27.368,-0.52
NAB8X9,NAT. BANK  JUL-20C19,0.145,100,1,19.51,-27.5,-0.055
CBAJC7,CWLTH BANK JUL-20P73,1.285,20,1,73,-27.606,-0.49
CSLV58,CSL        JUL-20C29,6.5,14,2,290,-27.778,-2.5
APTB27,AFTERPAY   JUL-20P58,0.54,20,1,58,-28,-0.21
XJO1V9,S&P/ASX200 JUL-20C61,36,102,9,6175,-28,-14
CSLDX7,CSL        JUL-20C30,3.1,4,1,300,-28.241,-1.22
AWCYQ7,ALUMINA    JUL-20P20,0.355,100,1,2,-28.283,-0.14
BHPN49,BHP GROUP  DEC-20P27,0.6,400,2,27.8,-28.571,-0.24
TLSW38,TELSTRA    SEP-20C35,0.075,720,2,3.52,-28.571,-0.03
XJOVH8,S&P/ASX200 JUL-20P61,62,23,6,6100,-28.736,-25
XJOSS8,S&P/ASX200 JUL-20P58,12,110,4,5875,-29.412,-5
FMGFY7,FORTESCUE  JUL-20P13,0.06,2,1,13.5,-29.412,-0.025
CBAJB7,CWLTH BANK JUL-20C73,0.26,870,8,73,-29.73,-0.11
FMGF89,FORTESCUE  JUL-20C14,0.28,56,4,14,-30,-0.12
MQGFQ7,MACQ GROUP JUL-20C13,0.14,270,4,136,-30,-0.06
XJOXO9,S&P/ASX200 JUL-20P59,49,30,2,5950,-30,-21
CSLY98,CSL        AUG-20P27,6.91,1,1,274,-30.202,-2.99
WPLQH9,WOODSIDE   AUG-20P21,1.1,10,1,21.5,-30.38,-0.48
FMGFF8,FORTESCUE  AUG-20P12,0.285,25,1,12.75,-30.488,-0.125
XJOVA8,S&P/ASX200 JUL-20C60,50,115,4,6025,-30.556,-22
NCMZQ8,NEWCREST   JUL-20P31,0.125,28,2,31.5,-30.556,-0.055
XJO4F8,S&P/ASX200 SEP-20P56,126,1,1,5600,-31.148,-57
XJOSQ8,S&P/ASX200 JUL-20P58,11,85,12,5850,-31.25,-5
FMGP18,FORTESCUE  AUG-20P13,0.33,170,2,13,-31.25,-0.15
BOQKR8,BANK QLD   JUL-20P60,0.065,50,1,6,-31.579,-0.03
RIOUU8,RIO TINTO  JUL-20C97,0.68,33,2,97,-32,-0.32
WESGS8,WESFARMER  DEC-20P49,5,7,2,49.02,-32.065,-2.36
RIOFU7,RIO TINTO  AUG-20C10,1.2,6,1,102.01,-32.203,-0.57
FMGCG7,FORTESCUE  SEP-20C14,0.46,42,2,14.23,-32.353,-0.22
ANZKE8,ANZ BANK   SEP-20C23,0.135,200,1,23,-32.5,-0.065
XJOXE8,S&P/ASX200 JUL-20C62,27,404,25,6200,-32.5,-13
NCMRH8,NEWCREST   DEC-20P37,6.15,8,2,37.01,-33.152,-3.05
WOWFL9,WOOLWORTHS DEC-20P35,1.61,40,1,35.87,-33.195,-0.8
WOWXT7,WOOLWORTHS AUG-20P34,0.25,55,2,34.5,-33.333,-0.125
XJOTJ8,S&P/ASX200 JUL-20P59,14,97,13,5900,-33.333,-7
ORIPK9,ORICA      JUL-20P15,0.09,70,2,15.5,-33.333,-0.045
WBCMV9,WESTPAC    JUL-20C19,0.1,388,7,19,-33.333,-0.05
TAH4H7,TABCORP    JUL-20C35,0.05,195,2,3.5,-33.333,-0.025
RIOVW7,RIO TINTO  AUG-20C10,1.8,10,1,100,-33.333,-0.9
ANZMN9,ANZ BANK   SEP-20P17,0.4,5,1,17.5,-33.333,-0.2
XJOV88,S&P/ASX200 JUL-20C60,65,119,14,6000,-33.673,-33
XJO8J9,S&P/ASX200 JUL-20C61,55,10,1,6125,-33.735,-28
FMGP29,FORTESCUE  JUL-20C13,0.56,15,1,13.51,-34.118,-0.29
OSHCZ7,OIL SEARCH AUG-20P29,0.125,100,1,2.93,-34.211,-0.065
NABTT7,NAT. BANK  JUL-20C18,0.375,3,1,18.5,-34.211,-0.195
AMP8J7,AMP        SEP-20C19,0.085,25,1,1.95,-34.615,-0.045
SEKYU9,SEEK       AUG-20C23,0.32,78,2,23.5,-34.694,-0.17
XJOVE8,S&P/ASX200 JUL-20C60,28,51,12,6075,-34.884,-15
MQGMF7,MACQ GROUP AUG-20C13,0.875,1,1,138,-35.424,-0.48
MQGR97,MACQ GROUP JUL-20P11,0.735,5,1,116,-35.526,-0.405
FLTVH7,FLIGHT CTR JUL-20P10,0.44,10,1,10.89,-35.766,-0.245
WTCYC7,WISETECH   AUG-20P18,0.88,55,2,18,-35.766,-0.49
CBA0X9,CWLTH BANK JUL-20P59,0.035,20,1,59,-36.364,-0.02
WBCWL9,WESTPAC    JUL-20C19,0.225,204,2,19,-36.62,-0.13
RIOUY8,RIO TINTO  JUL-20C98,0.38,395,6,98,-36.667,-0.22
RIOU57,RIO TINTO  JUL-20C96,1.9,14,3,96,-36.877,-1.11
NABTU7,NAT. BANK  JUL-20P18,0.125,419,5,18.5,-37.5,-0.075
OSHD77,OIL SEARCH AUG-20C33,0.175,100,1,3.33,-37.5,-0.105
VUKQF8,V MONEY UK JUL-20C18,0.05,14,1,1.8,-37.5,-0.03
XJOVG8,S&P/ASX200 JUL-20C61,20,277,25,6100,-37.5,-12
XJORM8,S&P/ASX200 JUL-20P58,5,59,4,5800,-37.5,-3
EXROA,ELIXIR NRG OPT DEC20,0.005,620833,5,0.0679,-37.5,-0.003
APTB87,AFTERPAY   AUG-20P58,3.14,31,2,58,-38.431,-1.96
BHPXW7,BHP GROUP  SEP-20C39,0.48,637,1,39.01,-38.462,-0.3
SUN3U7,SUNCORP    JUL-20C95,0.08,20,1,9.5,-38.462,-0.05
RIOK18,RIO TINTO  JUL-20P89,0.35,180,3,89,-38.596,-0.22
WORWU7,WORLEY     AUG-20P80,0.3,200,2,8,-38.776,-0.19
BENUX7,BEN ADE BK JUL-20C72,0.085,10,2,7.25,-39.286,-0.055
RIOY27,RIO TINTO  SEP-20C99,2.75,2,1,99.24,-39.361,-1.785
XJOLM9,S&P/ASX200 OCT-20P52,96,25,1,5200,-40,-64
AGLQ77,AGL ENERGY AUG-20P17,0.39,5,1,17,-40,-0.26
CBA1G7,CWLTH BANK JUL-20P65,0.12,900,7,65,-40,-0.08
CBAJ87,CWLTH BANK JUL-20P71,0.6,268,13,71,-40,-0.4
NCMIV9,NEWCREST   JUL-20C33,0.41,10,1,33.5,-40.146,-0.275
BSLG47,BLUESCOPE  AUG-20C11,0.35,200,1,11.5,-40.171,-0.235
NCMKG8,NEWCREST   JUL-20C34,0.19,10,1,34.5,-40.625,-0.13
FMGG47,FORTESCUE  JUL-20C14,0.08,18,1,14.25,-40.741,-0.055
XJOXX8,S&P/ASX200 JUL-20C63,10,102,9,6300,-41.176,-7
WOWRL7,WOOLWORTHS SEP-20P35,0.85,100,1,35.51,-41.379,-0.6
RIOCL8,RIO TINTO  AUG-20C98,2.1,121,3,98.01,-41.667,-1.5
CSLY37,CSL        AUG-20P24,1.32,20,1,240,-41.85,-0.95
TWEVF7,TREA WINE  JUL-20P11,0.5,70,2,11.5,-41.86,-0.36
WPLKM9,WOODSIDE   JUL-20C23,0.09,20,1,23,-41.935,-0.065
CSLDV7,CSL        JUL-20C29,3.05,47,2,298,-41.96,-2.205
BENVL7,BEN ADE BK JUL-20P70,0.11,10,2,7,-42.105,-0.08
A2MK28,A2 MILK    AUG-20P17,0.35,73,2,17,-42.149,-0.255
BSLRZ7,BLUESCOPE  SEP-20P11,1.385,200,1,11.5,-42.292,-1.015
COLJ58,COLESGROUP SEP-20P15,0.325,70,1,15.86,-42.982,-0.245
CBAVX9,CWLTH BANK JUL-20P68,0.285,32,2,68,-43,-0.215
CIMUX8,CIMIC      JUL-20P23,0.55,22,3,23.5,-43.005,-0.415
ANZUQ8,ANZ BANK   JUL-20C19,0.125,45,6,19.5,-43.182,-0.095
ASXUV9,ASX        JUL-20P82,0.17,50,2,82,-43.333,-0.13
RIOEI8,RIO TINTO  JUL-20C94,2.8,20,2,94.01,-43.434,-2.15
WPLPQ9,WOODSIDE   JUL-20P20,0.13,50,1,20,-43.478,-0.1
TCLYX9,TRANSURBAN JUL-20P14,0.18,25,1,14,-43.75,-0.14
CBAYA9,CWLTH BANK JUL-20P67,0.225,53,2,67,-43.75,-0.175
TLSVI7,TELSTRA    OCT-20P32,0.115,2000,3,3.2,-43.902,-0.09
XJOUL7,S&P/ASX200 AUG-20P57,111,2,1,5775,-43.939,-87
ANZG59,ANZ BANK   JUL-20C21,0.025,25,1,21,-44.444,-0.02
BHPC88,BHP GROUP  JUL-20C36,0.28,358,6,36,-44.554,-0.225
AGLRF7,AGL ENERGY DEC-20C18,0.68,25,1,18.01,-45.6,-0.57
FLTGL7,FLIGHT CTR JUL-20C12,0.38,11,1,12.18,-45.714,-0.32
BHPS27,BHP GROUP  AUG-20P33,0.595,10,2,33,-45.909,-0.505
ANN4U7,ANSELL     JUL-20P36,0.2,1,1,36,-45.946,-0.17
BOQNX8,BANK QLD   AUG-20P57,0.135,50,1,5.75,-46,-0.115
TLSR39,TELSTRA    DEC-20C37,0.07,300,1,3.72,-46.154,-0.06
WPLQB9,WOODSIDE   AUG-20P20,0.6,52,3,20,-46.903,-0.53
MQGR37,MACQ GROUP JUL-20P11,0.2,210,4,110,-47.368,-0.18
NCMKG7,NEWCREST   SEP-20P31,1.7,6,1,31.01,-48.485,-1.6
QANY19,QANTAS     DEC-20C44,0.23,56,1,4.4,-48.889,-0.22
XJOVC8,S&P/ASX200 JUL-20C60,33,259,28,6050,-49.231,-32
XJOVO8,S&P/ASX200 JUL-20C62,6,125,7,6200,-50,-6
XJOVK8,S&P/ASX200 JUL-20C61,10,50,4,6150,-50,-10
RIO8V8,RIO TINTO  AUG-20C99,2.2,10,2,99,-50,-2.2
BLD1X8,BORAL LTD  AUG-20P36,0.17,100,1,3.6,-50,-0.17
ANZUP8,ANZ BANK   JUL-20P19,0.12,2,1,19,-50,-0.12
MQGNS7,MACQ GROUP JUL-20P12,1.17,102,3,120,-50.213,-1.18
CSLYD8,CSL        AUG-20P27,7.855,14,4,278,-50.737,-8.09
MQGPX7,MACQ GROUP JUL-20P11,0.7,140,3,118,-51.724,-0.75
S32FX7,SOUTH32    AUG-20P18,0.055,55,2,1.89,-52.174,-0.06
AGLEN7,AGL ENERGY SEP-20C19,0.13,25,1,19.01,-52.727,-0.145
ANZFM8,ANZ BANK   AUG-20P18,0.39,11,1,18.01,-53.012,-0.44
CIMXZ8,CIMIC      AUG-20C27,0.35,15,1,27.5,-53.333,-0.4
BSLTX8,BLUESCOPE  MAR-21C12,0.985,30,1,12,-53.972,-1.155
TAH6G7,TABCORP    JUL-20P33,0.05,220,1,3.3,-54.545,-0.06
RIOUD7,RIO TINTO  JUL-20C99,0.68,17,1,99,-54.667,-0.82
